	ProgrammingLanguageName	QueryID	PairID	QueryText	CommentText	SimilarityScore_1	SimilarityScore_2	SimilarityScore_3	SimilarityScore_4
3810	PHP	5	briannesbitt_Carbon_CarbonInterval_247	postgresql konekcija	 Množi trenutnu instancu dati broj puta. times() je nativni, množi svaku od jedinica mere (tako da dan može biti veći od 31, sati mogu biti veći od 23, itd.) i rezultat se z<okružuje zasebno za svaku jedinicu mere. Koristiti times() ako želite brz i približan izračun koji ne pravi kaskade od jedinica mere.Za precizan izračun sa kaskadama vidjeti multiply()	0	0	0	0
3811	PHP	1	PHPOffice_PHPWord_TemplateProcessor_956	red sa prioritetom	 Obi?no c?e naziv glavnog dela dokumenta biti „document.xml“. Me?utim, neke .docx datoteke (možda one iz Office 365, isto se dešava i na dokumentima iz programa Word Online kreiranim iz praznih šablona) imaju u svojoj zip arhivi datoteku 'document22.xml' umesto 'document.xml'. Ova metoda pretražuje datotelu tipova sadržaja da bi na pravi na?in bilo odre?eno ime datoteke.	0	0	0	0
3812	PHP	18	symfony_debug_ExceptionHandler_1747	lepo ispiši json	Dohvata HTML sadržaj koji odgovara datom izuzetku.	0	0	0	0
3813	PHP	76	PrestaShop_PrestaShop_AddressFormat_796	raspakivanje velikih datoteka	Za dato ime polja vrati naziv tab sekcije u kojem se pojavljuje.	0	0	0	0
3814	PHP	26	squizlabs_PHP_CodeSniffer_Config_871	pretvaranje int u bool	Obrađuje dugi (--primer) argument gomandne linije	0	0	0	0
3815	PHP	59	markrogoyski_math-php_HanesWoolf_3571	prilagođeni http odgovor greške	Izračunaj regresione parametre metodom najmanjih kvadrata na linearizovanim podacima.	0	0	0	0
3816	PHP	49	briannesbitt_Carbon_CarbonImmutable_4	konverzija json u xml datoteku	Napravi jako stari datum koji predstavlja početak vremena	0	0	0	0
3817	PHP	29	Intervention_image_Argument_545	odprema json datoteke pomoću HttpClient POST zahteva	Obezbedi da argument funkcije mora biti veći od minimalne zadate vrednost.	0	0	0	0
3818	PHP	83	Intervention_image_Constraint_478	izvuci geografsku širinu i dužinu iz datog unosa	Proveri da li je dati argument ispravljen sa trenutnim ograničenjem.	0	0	0	0
3819	PHP	48	markrogoyski_math-php_Bernoulli_3210	pretvaranje html stranice u pdf	Gustina verovatnoće	0	0	0	0
3820	PHP	89	briannesbitt_Carbon_CarbonInterval_264	slanje binarnih podataka preko seriske veze	 Određuje da li je instanca veća (duža) ili jednaka drugoj	0	0	0	0
3821	PHP	21	Intervention_image_ImageServiceProviderLaravel4_514	povezivanje na sql server	Registruj servis provajder.	0	0	0	0
3822	PHP	40	markrogoyski_math-php_NumericMatrix_2714	kreiraj kolačić	Vrati tip objekata koji su skladišteni u matrici.	0	0	0	0
3823	PHP	60	PHPOffice_PHPExcel_Cell_186	kako odrediti da li je string valida reč	Poredi 2 ?elije	0	0	0	0
3824	PHP	52	Intervention_image_Color_635	Nelder-Mead optimizacija	Dohvati RGBA vrednosti u string formatu trenutne instance boje.	0	0	0	0
3825	PHP	10	Intervention_image_AbstractColor_409	aes šifrovanje	Dohvati int vrednost trenutne instance boje.	0	0	0	0
3826	PHP	59	Intervention_image_AbstractDecoder_424	prilagođeni http odgovor greške	Odredi da li je trenutan izvor podatka slike intervencija.	0	0	0	0
3827	PHP	87	briannesbitt_Carbon_CarbonInterval_211	parsiranje argumenata komandne linije	Mapiranje jedinica i faktora za kaskadno. Treba se promeniti samo tako što će se promeniti faktori ili konstantne na koje se referencira. 	0	0	0	0
3828	PHP	84	Intervention_image_Argument_546	kako proveriti da je checkbox štikliran	Obezbedi da argument funkcije mora biti manji od maksimalne zadate vrednost.	0	0	0	0
3829	PHP	55	PHPOffice_PHPExcel_Calculation_158	deserializacija json-a	Formatiraj detalje I tip operanta za prikazivanje.u logu (zavisi od tipa operanta).	0	0	0	0
3830	PHP	48	PrestaShop_PrestaShop_Address_786	pretvaranje html stranice u pdf	Vraća id adrese na osnovu id nabavljača	0	0	0	0
3831	PHP	56	PrestaShop_PrestaShop_Access_762	pronađi int unutar stringa	Da li je pravo pristupa dodeljeno datom objektu uloge.	0	0	0	0
3832	PHP	12	DesignPatternsPHP_DesignPatternsPHP_AddMessageDateCommand_6667	vreme tolerisanja za prijem na soketu	Svaka konkretna naredba izgrađena je sa različitim prijemnicima. Moguće je proslediti jedan, više ili nijedan prijemnik kao parametar funkcije. Takođe mogu se javiti i druge komande kao parametri funkcije.	0	0	0	0
3833	PHP	31	matomo-org_matomo_Controller_921	pretvaranje string u broj	Rukuje akcijama. Ovo će se pozvati ukoliko stranica nema način da upravlja određenom akcijom. Takođe, metod učitava i koristi podrazumevane upravljače za česte akcije ukoliko drugi nisu dodati.	0	0	0	0
3834	PHP	44	PrestaShop_PrestaShop_AdminAccessController_863	inicijalizacija niza	vra?a hijerarhiju kartica ?itljivih za prikaz.	0	0	0	0
3835	PHP	7	phacility_phabricator_diff_match_patch_453	postavljanje radnog direktorijuma	Razmatra presek između dva teksta.	0	0	0	0
3836	PHP	82	jorgecasas_php-ml_StandardDeviation_1020	sve permutacije liste	Suma kvadrata devijacija.	0	0	0	0
3837	PHP	51	php-pm_php-pm_ProcessSlave_1633	normalna raspodela	Pokušaj konekcije kroz unik soket sve dok ne uspe. Ovo je rešenje za problem kod koga se pokreće (tvrdo kodirano) 1s soketa isticanje vremena zbog zauzetog soketa	0	0	0	0
3838	PHP	31	DesignPatternsPHP_DesignPatternsPHP_Invoker_8351	pretvaranje string u broj	 izvršava komandu; priziva? je isti koja god da je komanda u pitanju	0	0	0	0
3839	PHP	90	dompdf_dompdf_Helpers_612	otpakovanje podataka iz tekstualne datoteke	Izgradi niz Http zaglavlja despozicije sadržaja koristeći tip despozicije i naziv fajla. Ako datoteka sadrži znakove koji nisu u skupu znakova ISO-8859-1 biće zamenjeno rezervnim imenom datoteke za klijente koji ga ne podržavaju.	0	0	0	0
3840	PHP	18	Intervention_image_AbstractColor_409	lepo ispiši json	Računa celobrojnu vrednost trenutne instance boje.	0	0	0	0
3841	PHP	86	phacility_phabricator_class.phpmailer-lite_543	memoizacija na disk - persistentna memoizacija	Spaja sve funkcije, stringove i binarne priloge u poruci.	0	0	0	0
3842	PHP	90	phalcon_cphalcon_Optimized_172	otpakovanje podataka iz tekstualne datoteke	Obriši sve fajlove u ciljnim direktorijima.	0	0	0	0
3843	PHP	46	Intervention_image_TrimCommand_622	pročitaj svojstva datoteke	Odseci delove slike.	0	0	0	0
3844	PHP	39	PHPOffice_PHPWord_MediaTest_992	šifriraj url	Dodaje izuzetak elementa slike	0	0	0	0
3845	PHP	94	src_Clusterers_KMeans_813	uklanjanja zaglavlja prilikom spajanja nekoliko datoteka	Vrati pripadnost uzorka svakog od k centroida.	0	0	0	0
3846	PHP	78	botman_botman_BotMan_1275	dohvati opis http statusnog koda	Osluškiva? za zvu?ne fajlove.	0	0	0	0
3847	PHP	19	Intervention_image_Image_492	zamena delova datoteke	 Proverava da li imenovana sigurnosna kopija postoji	0	0	0	0
3848	PHP	78	PrestaShop_PrestaShop_AttributeGroup_834	dohvati opis http statusnog koda	Dohvata sve grupe atributa za dati jezik	0	0	0	0
3849	PHP	38	markrogoyski_math-php_Special_2559	dohvati naziv za vrednost enumerisanog tipa podatka	Beta funkcija	0	0	0	0
3850	PHP	0	FriendsOfPHP_PHP-CS-Fixer_AbstractLinesBeforeNamespaceFixer_6880	pretvaranje int u string	 Osigurati da je broj preloma prefiksa imena prostora unutar zadatog opsega. 	0	0	0	0
3851	PHP	82	Intervention_image_AbstractDriver_439	sve permutacije liste	Proveri da li je dostupna instalacija osnovnog modula. 	0	0	0	0
3852	PHP	6	PrestaShop_PrestaShop_AttributeGroup_837	konfuziona matrica	Vra?a vrednosti trenutnog AttributeGroup za web servis.	0	0	0	0
3853	PHP	0	PHPOffice_PHPExcel_Calculation_163	pretvaranje int u string	Nabavite listu implementiranih imena Excel funkcija	0	0	0	0
3854	PHP	48	hamcrest_hamcrest-php_Hamcrest_1860	pretvaranje html stranice u pdf	Podudara se ako je vrednost string koji se podudara sa regularnim izrazom.	0	0	0	0
3855	PHP	61	bcit-ci_CodeIgniter_Input_365	zamena http entiteta	 Magi?ni __get() Omogućava čitanje zaštićenih svojstava	0	0	0	0
3856	PHP	74	PHPOffice_PHPExcel_Calculation_152	kako rekurzivno raspakovati zip datoteku	Uklanjanje navodnika koje uokviruje string vrednost.	0	0	0	0
3857	PHP	12	markrogoyski_math-php_PowerLaw_3590	vreme tolerisanja za prijem na soketu	Izračunava parametre regresije po metodi najmanjih kvadrata na linearizovanim podacima  ln(i) = ln(A) + B	0	0	0	0
3858	PHP	8	Intervention_image_Color_564	grupisanje po izbrojanim podacima	Inicijalizuj objekat boje objekta iz zadate int vrednosti.	0	0	0	0
3859	PHP	34	markrogoyski_math-php_Binomial_3223	filtriranje niza	Varijansa raspodele.	0	0	0	0
3860	PHP	56	Intervention_image_AbstractDecoder_432	pronađi int unutar stringa	   Odlu?uje da li je trenutni izvor podataka base64 enkodiran 	0	0	0	0
3861	PHP	5	Intervention_image_GetSizeCommand_604	postgresql konekcija	Pročitaj veličinu date instance slike u pikselima.	0	0	0	0
3862	PHP	13	CachetHQ_Cachet_TestListener_1200	upisivanje u csv datoteku	 Ovo je klasa za testni osluškiva?.	0	0	0	0
3863	PHP	46	markrogoyski_math-php_RegularGridInterpolator_3003	pročitaj svojstva datoteke	Pronađite indekse i normativne udaljenosti za tačku pretraživanja	0	0	0	0
3864	PHP	5	markrogoyski_math-php_Descriptive_3484	postgresql konekcija	Sredina - pola puta između najveće i najmanje vrednosti. Mera je centralne tendencije.	0	0	0	0
3865	PHP	48	botman_botman_BotMan_1288	pretvaranje html stranice u pdf	Vrati nasumičnu poruku	0	0	0	0
3866	PHP	44	thephpleague_csv_Stream_450	inicijalizacija niza	Vraća trenutnu liniju kao CSV zapis.	0	0	0	0
3867	PHP	9	getgrav_grav_Composer_1153	binomna raspodela	 Class Composer	0	0	0	0
3868	PHP	93	Intervention_image_AbstractColor_410	oduzimanje medijana iz svake kolone	Dohvati heksadecimalnu vrednost trnutne instance boje.	0	0	0	0
3869	PHP	42	ThingEngineer_PHP-MySQLi-Database-Class_MysqliDb_573	kako dohvatiti današnji datum	Apstraktni metod koji pravi deo “gde” izjave za grupisanje.	0	0	0	0
3870	PHP	3	matomo-org_matomo_InvalidVisits_265	sortiranje string liste	Dodaje jedan vebsajt i šalje nekoliko nevažećih zahteva za praćenje. Rezultat bi trebalo da bude jedan vebsajt bez poseta	0	0	0	0
3871	PHP	55	symfony_http-foundation_Response_8916	deserializacija json-a	Klonira trenutnu instancu odgovora	0	0	0	0
3872	PHP	97	dompdf_dompdf_JavascriptEmbedder_623	izlaz u html datoteku	Usađuje javascript u PDF dokument	0	0	0	0
3873	PHP	35	briannesbitt_Carbon_CarbonInterface_108	mapa u json	Proveri da li je instanca pre neke druge. Na primer Carbon::parse('2018-07-25 12:45:16')->lessThan('2018-07-25 12:45:15');	0	0	0	0
3874	PHP	81	humhub_humhub_AppDynamicAsset_2464	pretvoriti utc vreme u epohu	AppDynamicAsset pruža sredstva koja su uključena u osnovni izgled. Sličan je AppAsset-u, ali neće biti kompresovan i kombinovan. Dakle, može da obrađuje dinamička sredstva (npr. javascript lokalitete)	0	0	0	0
3875	PHP	24	bobthecow_psysh_CodeCleaner_1453	parsiranje binarne datoteke u prilagođenu klasu	Vra?a podrazumevane propusnice CodeCleaner.	0	0	0	0
3876	PHP	2	DesignPatternsPHP_DesignPatternsPHP_PostId_6411	pretvaranje string u datum	Ovo je odličan primer klase čiji objeki enkapsuliraju vrednost. Objekat je određen samom njegovom vrednošću i njegova validnost je zagarantovana prilikom kreiranja. Driga važna osobina vrednost objekta je nepromenljivost njegovog unutrašnjeg stanja. Obrati pažnju da se koristi imenovan konstruktor(iz int) koja pomalo utiče na kontekst prilikom kreiranja objekta.	0	0	0	0
3877	PHP	74	PHPOffice_PHPWord_TemplateProcessor_958	kako rekurzivno raspakovati zip datoteku	Vra?a ime datoteke podnožja za $index. 	0	0	0	0
3878	PHP	24	Sylius_Sylius_LaminasPriorityQueueStub_1189	parsiranje binarne datoteke u prilagođenu klasu	Koliko stavki postoji u redu?	0	0	0	0
3879	PHP	80	dompdf_dompdf_Cpdf_376	konvertuj string datum u yyyymmdd format	Ugrađuje datoteku u PDF	0	0	0	0
3880	PHP	21	DesignPatternsPHP_DesignPatternsPHP_Receiver_7050	povezivanje na sql server	Klasa prijemnik je specfičan servis koji poseduje sopstveni ugovor i može biti jedino konkretan.	0	0	0	0
3881	PHP	91	thephpleague_csv_HTMLConverter_315	pozicije podstingova u stringu	Postavlja naziv HTML td polja. 	0	0	0	0
3882	PHP	28	Intervention_image_Constraint_478	dohvatanje putanje izvršavanja	 Proverava da li je dati argument fiksan u trenutnom ograni?enju	0	0	0	0
3883	PHP	46	jorgecasas_php-ml_EigenTransformerBase_897	pročitaj svojstva datoteke	Klasa za računanje sopstvenih parova (vrednosti i vektora) date matrice sa obaziranjem da numFeatures ili totalVariance budu očuvane.	0	0	0	0
3884	PHP	45	humhub_humhub_AppDynamicAsset_2464	kako obrnuti string	AppDynamicAsset pruža sredstva koja su uključena u osnovni izgled. Sličan je AppAsset-u, ali neće biti kompresovan i kombinovan. Dakle, može da obrađuje dinamička sredstva (npr. javascript lokalitete)	0	0	0	0
3885	PHP	30	markrogoyski_math-php_Bernoulli_3211	dohvatanje unutrašnjeg svojstva html taga	Kumulativna raspodela	0	0	0	0
3886	PHP	10	magento_magento2_CanViewNotification_2792	aes šifrovanje	Potvrdi da li je moguće prikazati iskačuće obaveštenje i postavi flag.	0	0	0	0
3887	PHP	76	TheAlgorithms_PHP_MaxCharacter_2067	raspakivanje velikih datoteka	Ova funkcija vraća znak koji je ponovljen maksimum br. puta u datom nizu	0	0	0	0
3888	PHP	87	PHPOffice_PHPWord_TemplateProcessor_953	parsiranje argumenata komandne linije	Traženje i zamena makronaredbe u datom XML odeljku.	0	0	0	0
3889	PHP	98	Intervention_image_Image_485	kako efikasno pročitati .csv datoteku	 Magi?na metoda koja hvata sve pozive slika obično bilo koja AbstractCommand	0	0	0	0
3890	PHP	30	PrestaShop_PrestaShop_Access_766	dohvatanje unutrašnjeg svojstva html taga	Pronađi deo url adrese na osnovu identifikatora roditelj tabulara.	0	0	0	0
3891	PHP	37	walkor_Workerman_AsyncTcpConnection_9648	dohvati trenutnu vrednost posmatrača	Pokušava da emitujete onError povratni poziv	0	0	0	0
3892	PHP	10	Intervention_image_TrimCommand_622	aes šifrovanje	Odseci delove slike.	0	0	0	0
3893	PHP	10	barryvdh_laravel-debugbar_LaravelDebugbar_117	aes šifrovanje	 Magi?ni poziv za dodavanje poruka	0	0	0	0
3894	PHP	84	hamcrest_hamcrest-php_Hamcrest_1865	kako proveriti da je checkbox štikliran	Slaže se ukoliko string počinje podstringom	0	0	0	0
3895	PHP	14	PHPOffice_PHPWord_TemplateProcessor_964	pretvaranje decimalnog u heksadecimalni broj	Menja promenljive vrednostima iz niza gde su ključevi niza nazivi promenljivih.	0	0	0	0
3896	PHP	68	PHPOffice_PHPWord_CollectionTest_1048	matrica množenja	Testna kolekcija	0	0	0	0
3897	PHP	7	filp_whoops_FrameCollection_7500	postavljanje radnog direktorijuma	Izbroj frejmove koji pripadaju aplikaciji.	0	0	0	0
3898	PHP	68	Maatwebsite_Laravel-Excel_QueuedImportTest_831	matrica množenja	Briše lokalnu privremenu datoteku pre svakog dela ?itanja	0	0	0	0
3899	PHP	90	PHPOffice_PHPExcel_Calculation_157	otpakovanje podataka iz tekstualne datoteke	Formatiraj detalje operanta za prikazivanje u logu.	0	0	0	0
3900	PHP	76	PrestaShop_PrestaShop_AttributeGroup_838	raspakivanje velikih datoteka	Premeštanje atributa grupe.	0	0	0	0
3901	PHP	37	Intervention_image_AbstractDecoder_426	dohvati trenutnu vrednost posmatrača	Odredi da li je trenutan podatak Simfonijski UploadFile komponenta.	0	0	0	0
3902	PHP	29	Intervention_image_Encoder_581	odprema json datoteke pomoću HttpClient POST zahteva	Procesuiraj i vrati šifrovanu sliku kao JPEG string.	0	0	0	0
3903	PHP	36	Intervention_image_WidenCommand_623	parsiranje json datoteke	Promeni veličinu slike proporionalno sa zadatom širinom.	0	0	0	0
3904	PHP	78	squizlabs_PHP_CodeSniffer_Runner_911	dohvati opis http statusnog koda	Izvodi pokretanje	0	0	0	0
3905	PHP	84	composer_composer_Installer_2547	kako proveriti da je checkbox štikliran	Bez obzira da li je ili ne generisan automatski  se autoloader optimizuje	0	0	0	0
3906	PHP	45	matomo-org_matomo_Archive_48	kako obrnuti string	Pravi upite i vraća metričke podatke u nizu. Ako je u {@link build()} ili {@link factory()} zatraženo više veb lokacija, rezultat će biti indeksiran prema ID-u lokacije. Ako je u {@link build()} ili {@link factory()} zatraženo više tačaka, rezultat će biti indeksiran po tačkama. Indeks ID-a mesta je uvek prvi, pa ako je zatraženo više lokacija i perioda, rezultat će se prvo indeksirati pomoću ID-a lokacije, a zatim tačke	0	0	0	0
3907	PHP	42	phalcon_cphalcon_Optimized_1228	kako dohvatiti današnji datum	Koristi prethodno generisanu sigurnu univerzalni build i generiše optimizovani build za određenu platformu	0	0	0	0
3908	PHP	46	PHPOffice_PHPExcel_PHPExcel_115	pročitaj svojstva datoteke	kopiraj radnu svesku	0	0	0	0
3909	PHP	43	PrestaShop_PrestaShop_CMSCategory_856	kako štiklirati checkbox	 Povera da li se CMSCategory može pomeriti u drugu. 	0	0	0	0
3910	PHP	61	symfony_var-dumper_AbstractDumper_9251	zamena http entiteta	Apstraktni mehanizam za odbacivanje objekta podataka	0	0	0	0
3911	PHP	45	PrestaShop_PrestaShop_Access_771	kako obrnuti string	Dodaj prava pristupa za modul.	0	0	0	0
3912	PHP	81	PHPOffice_PHPWord_PhpWordTest_999	pretvoriti utc vreme u epohu	 Test dodavanje stila	0	0	0	0
3913	PHP	73	Intervention_image_ResizeCommand_618	dohvatanje svih roditelja xml čvora	Promeni dimenzije slike.	0	0	0	0
3914	PHP	78	BookStackApp_BookStack_2015_07_13_172121_create_images_table_770	dohvati opis http statusnog koda	Poništi migracije	0	0	0	0
3915	PHP	22	PrestaShop_PrestaShop_CMSCategory_856	html šifrovan string	 Povera da li se CMSCategory može pomeriti u drugu. 	0	0	0	0
3916	PHP	86	PHPOffice_PHPExcel_Calculation_159	memoizacija na disk - persistentna memoizacija	Uporedi dva stringa na isti način kao strcmp(), ali da sva slova budu velika.	0	0	0	0
3917	PHP	63	squizlabs_PHP_CodeSniffer_Runner_913	sortiraj više nizova na osnovu redosleda drugih sortiranih nizova	Obrađuje jednu datoteku, uključujući proveru i popravljanje	0	0	0	0
3918	PHP	63	bobthecow_psysh_Configuration_1518	sortiraj više nizova na osnovu redosleda drugih sortiranih nizova	Omoguc?ite ili onemoguc?ite Unicode u izlazu specifi?nom za PsiSH.  Imajte na umu da ovo uopšte ne onemogućava Unicode izlaz, već samo to čini tako da PsiSH neće sam davati bilo koji.	0	0	0	0
3919	PHP	34	slimphp_Slim_PhpFunctionOverrides_2774	filtriranje niza	Da li su zaglavlja već poslata?	0	0	0	0
3920	PHP	0	Intervention_image_AbstractFont_462	pretvaranje int u string	Dohvati boju teksta.	0	0	0	0
3921	PHP	89	TheAlgorithms_PHP_HexadecimalToDecimal_2055	slanje binarnih podataka preko seriske veze	Ova funkcija pretvara poslati decimalni broj u heksadecimalni broj	0	0	0	0
3922	PHP	81	DesignPatternsPHP_DesignPatternsPHP_Receiver_6405	pretvoriti utc vreme u epohu	Omogući prijemniku da prikaže datum poruke.	0	0	0	0
3923	PHP	79	markrogoyski_math-php_Set_3414	nasumično izvuci x stavki iz liste	Podskup. Proverava da li je skup podskup drugog skupa. U drugim rečima, da li drugi skup sadrži sve elemente prvog skupa	0	0	0	0
3924	PHP	89	guzzle_guzzle_BodySummarizer_1389	slanje binarnih podataka preko seriske veze	Prikazuje sažeto telo poruke	0	0	0	0
3925	PHP	52	wallabag_wallabag_SymfonyRequirements_2453	Nelder-Mead optimizacija	Ova klasa navodi sve zahteve i opcionalne preporuke koji su potrebni za pokretanje Symfony Standard Edition	0	0	0	0
3926	PHP	87	briannesbitt_Carbon_CarbonPeriod_324	parsiranje argumenata komandne linije	Vraća prvi datum u datumskom periodu.	0	0	0	0
3927	PHP	57	markrogoyski_math-php_Regression_3593	dohvatanje jedinstvenog identifikatora trenutnog procesa	Konstruktor - Priprema nizove podataka za regresionu analizu	0	0	0	0
3928	PHP	27	CachetHQ_Cachet_2015_01_05_203014_CreateSettingsTable_1188	isčitavanje tekstualne datoteke liniju po liniju	 Pokrenuti migraciju.	0	0	0	0
3929	PHP	54	php-fig_http-message_MessageInterface_2409	kako dohvatiti naziv tabele iz baze	Dohvata HTTP protokol verziju kao string. String mora da sadrži samo verziju HTTP-a, na primer 1.1 ili 1.0.	0	0	0	0
3930	PHP	59	CachetHQ_Cachet_UpdateComponentGroupCommand_1170	prilagođeni http odgovor greške	 Ovo je komanda za ažuriranje komponente grupe. 	0	0	0	0
3931	PHP	77	walkor_Workerman_AsyncTcpConnection_7022	kopiranje putanje fajla	Dohvatanje udaljenog URI-ja	0	0	0	0
3932	PHP	35	CachetHQ_Cachet_2015_01_05_202826_CreateMetricsTable_1186	mapa u json	Pokreni migraciju	0	0	0	0
3933	PHP	39	jorgecasas_php-ml_ConjugateGradient_931	šifriraj url	Izvršava funkciju povratnog poziva i vraća sumu gradijenta za sve uzorke i ciljeve	0	0	0	0
3934	PHP	65	phalcon_cphalcon_Safe_1241	kako dohvatiti html kod sa veb sajta	Razreši hedere u php_phalcon.h fajlu.	0	0	0	0
3935	PHP	30	markrogoyski_math-php_ArbitraryInteger_2546	dohvatanje unutrašnjeg svojstva html taga	Napravite slučajni ArbitrarInteger broj	0	0	0	0
3936	PHP	55	PrestaShop_PrestaShop_Access_767	deserializacija json-a	Traži žeton po Module ID.	0	0	0	0
3937	PHP	61	PHPOffice_PHPWord_PhpWordTest_993	zamena http entiteta	Klasa za testiranje PhpOffice.	0	0	0	0
3938	PHP	91	Intervention_image_ContrastCommand_661	pozicije podstingova u stringu	Promeni kontrast slike.	0	0	0	0
3939	PHP	27	markrogoyski_math-php_Eigenvector_2616	isčitavanje tekstualne datoteke liniju po liniju	Broj redova koji sadrže sve nule, počevši od dna.	0	0	0	0
3940	PHP	17	symfony_http-foundation_Cookie_7839	pretvaranje json u csv	Stvara kopiju kolačića sa novom vrednošću	0	0	0	0
3941	PHP	20	Intervention_image_Image_492	klasterizacija metodom k-srednjih vrednosti	 Proverava da li imenovana sigurnosna kopija postoji	0	0	0	0
3942	PHP	69	PHPOffice_PHPExcel_Cell_175	štampanje rezimea modela	Vra?a pravila za proveru podataka	0	0	0	0
3943	PHP	54	Intervention_image_AbstractShape_474	kako dohvatiti naziv tabele iz baze	 Odre?uje da li trenutni oblik ima okvir	0	0	0	0
3944	PHP	80	mockery_mockery_CompositeExpectation_418	konvertuj string datum u yyyymmdd format	Vrati string rezime složenog očekivanja	0	0	0	0
3945	PHP	75	PHPOffice_PHPWord_Bookmarks_975	podvuci tekst u label vidžetu	Klasa kolekcije obeleživača.	0	0	0	0
3946	PHP	74	Intervention_image_AbstractFont_459	kako rekurzivno raspakovati zip datoteku	Dohvati veličinu fonta u pikselima.	0	0	0	0
3947	PHP	71	markrogoyski_math-php_NewtonsMethod_3040	izvlačenje podataka iz sadržaja html koda	Njutnov metod, takođe poznat kao Njutn-Rapsonov metod. U numeričkoj analizi, Njutnov metod je metod za nalaženje iterativno boljih aproksimacija korena funkcije.	0	0	0	0
3948	PHP	84	PHPOffice_PHPExcel_Calculation_154	kako proveriti da je checkbox štikliran	Dohvati dimenzije matrica i reindeksiraj ga vrednostima počevši od nule.	0	0	0	0
3949	PHP	97	CachetHQ_Cachet_AnalysisTest_1196	izlaz u html datoteku	 Ovo je klasa za analizu testa. 	0	0	0	0
3950	PHP	86	Intervention_image_Image_498	memoizacija na disk - persistentna memoizacija	Izra?unava visinu trenutne slike 	0	0	0	0
3951	PHP	14	PrestaShop_PrestaShop_AddressChecksumCore_789	pretvaranje decimalnog u heksadecimalni broj	Glavna klasa za proračun kontrolne sume adrese.	0	0	0	0
3952	PHP	15	TheAlgorithms_PHP_EditDistance_2066	izvoz podataka u excel	Ure?ivanje udaljenosti (Levenshtein udaljenost). Izračunava razlku između dva niza, tj. minmalan broj promena da se od $str2 dobije $str1	0	0	0	0
3953	PHP	1	Intervention_image_Constraint_477	red sa prioritetom	Ispravi argument trenutnim ograničenjem.	0	0	0	0
3954	PHP	11	Intervention_image_Encoder_582	linearna regresija	 Obra?uje i vra?a kodovanu sliku kao PNG string	0	0	0	0
3955	PHP	52	markrogoyski_math-php_NegativeBinomial_3250	Nelder-Mead optimizacija	Varijansa raspodele.	0	0	0	0
3956	PHP	64	PrestaShop_PrestaShop_Attachment_815	levenshteinova slicnost stringova	Brisanje izbora priloga.	0	0	0	0
3957	PHP	38	PHPOffice_PHPExcel_CachedObjectStorageFactory_134	dohvati naziv za vrednost enumerisanog tipa podatka	brisanje keš skladišta	0	0	0	0
3958	PHP	50	thephpleague_csv_EmptyEscapeParser_525	kako nasumično izabrati broj	Filtrira dostavljeni dokument.	0	0	0	0
3959	PHP	57	ircmaxell_RandomLib_Rand_693	dohvatanje jedinstvenog identifikatora trenutnog procesa	Rand izvor nasumičnih brojeva. Ovaj izvor generiše nasumične brojeve slabe snage koristeći unutrašnju rand funkciju. Sam po sebi je dosta slab, ali kada se kombinuje sa drugim izvorima donosi dosta prednosti.	0	0	0	0
3960	PHP	82	CachetHQ_Cachet_2015_01_05_203235_CreateSubscribersTable_1191	sve permutacije liste	 Preokrenuti migraciju.	0	0	0	0
3961	PHP	91	PrestaShop_PrestaShop_Address_786	pozicije podstingova u stringu	Vraća ID adrese za dati ID dobavljača	0	0	0	0
3962	PHP	80	barryvdh_laravel-debugbar_LaravelDebugbar_117	konvertuj string datum u yyyymmdd format	 Magi?ni poziv za dodavanje poruka	0	0	0	0
3963	PHP	91	briannesbitt_Carbon_Language_364	pozicije podstingova u stringu	Dođite do liste poznatih jezika	0	0	0	0
3964	PHP	82	matomo-org_matomo_Common2_883	sve permutacije liste	Proverava da li element ima zadatu CSS klasu.	0	0	0	0
3965	PHP	80	BookStackApp_BookStack_helpers_732	konvertuj string datum u yyyymmdd format	Proveri da li trnutan korisnik ima opšti pristup.	0	0	0	0
3966	PHP	1	symfony_http-foundation_AcceptHeader_9679	red sa prioritetom	Vraća stavku date vrednosti ako postoji	0	0	0	0
3967	PHP	27	Intervention_image_ColorizeCommand_660	isčitavanje tekstualne datoteke liniju po liniju	Promeni ujednačenost osnovnih elemenata RGB boje.	0	0	0	0
3968	PHP	51	CachetHQ_Cachet_TestListener_1208	normalna raspodela	Završi testni paket.	0	0	0	0
3969	PHP	30	woocommerce_woocommerce_class-wc-ajax_1747	dohvatanje unutrašnjeg svojstva html taga	Grupna akcija - postavljanje niskog iznosa zaliha.	0	0	0	0
3970	PHP	69	Intervention_image_AbstractCommand_539	štampanje rezimea modela	Odredi da li trenutna instanca komande ima izlazne podatke.	0	0	0	0
3971	PHP	63	markrogoyski_math-php_Integer_2978	sortiraj više nizova na osnovu redosleda drugih sortiranih nizova	Faktorizacija na proste činioce. 	0	0	0	0
3972	PHP	74	PHPOffice_PHPExcel_Calculation_142	kako rekurzivno raspakovati zip datoteku	Postavi povratni tip za niz.	0	0	0	0
3973	PHP	45	bobthecow_psysh_Context_1585	kako obrnuti string	Postavite najnoviji izuzetak.	0	0	0	0
3974	PHP	4	denissimon_prediction-builder_PredictionBuilder_743	čuvanje liste u datoteku	Suma vrednosti vektora.	0	0	0	0
