	ProgrammingLanguageName	QueryID	PairID	QueryText	CommentText	SimilarityScore
71051	PHP	51	PrestaShop_PrestaShop_AddressFormat_791	kako nasumično izabrati broj	Glavna klasa za formatiranje adresa.	0.0
84867	PHP	67	Intervention_image_Font_590	baferisano čitanje teksta čitačem fajlova	 Vra?a širinu unutrašnjeg fonta karaktera	0.0
20914	PHP	14	pagekit_pagekit_ExtensionTranslateCommand_891	upisivanje u csv datoteku	Izvlači prevodive stringove iz datog fajla.	0.0
127109	PHP	9	guzzle_promises_FulfilledPromise_710	grupisanje po izbrojanim podacima	Obećanje koje je ispunjeno. Isključivanje ovog obećanja odmah će pozvati onFulfished povratni poziv i zanemariti druge povratne pozive	0.0
111697	PHP	97	bobthecow_psysh_Configuration_1533	rangiranje fazi članova na osnovu stepena podudaranja	Vra?a interaktivno podešavanje za unos ljuske.	0.0
78584	PHP	84	Intervention_image_AbstractDecoder_430	izvuci geografsku širinu i dužinu iz datog unosa	  Odlu?uje da li je trenutni izvor podataka binarni podatak	0.0
134395	PHP	95	walkor_Workerman_AsyncUdpConnection_7026	uklanjanja zaglavlja prilikom spajanja nekoliko datoteka	Za udp paket	0.0
106077	PHP	77	PrestaShop_PrestaShop_CMSCategory_856	raspakivanje velikih datoteka	 Povera da li se CMSCategory može pomeriti u drugu. 	0.0
137331	PHP	31	symfony_http-foundation_Response_9885	dohvatanje unutrašnjeg svojstva html taga	Vraća zaglavlje datuma kao instancu DateTime	0.0
65962	PHP	62	PHPOffice_PHPWord_AbstractCollection_973	zamena http entiteta	Dodaj novi podatak u kolekciju.	0.0
116758	PHP	58	briannesbitt_Carbon_CarbonInterval_253	dohvatanje jedinstvenog identifikatora trenutnog procesa	Poredi 2 intervala datuma.	0.0
12921	PHP	21	markrogoyski_math-php_Average_3465	klasterizacija metodom k-srednjih vrednosti	Napravi izveštaj za sve proseke liste brojeva. Uključuje srednju vrednost, harmonijsku sredinu, kvadratnu sredinu, kontraharmonijsku sredinu, trimijansku sredinu i inverznu kvadratnu sredinu.	0.0
64178	PHP	78	PHPOffice_PHPExcel_Calculation_160	kopiranje putanje fajla	Trigeruj grešku.	0.0
82711	PHP	11	Intervention_image_Decoder_644	aes šifrovanje	 Inicira novu sliku iz Imagick objekta	0.0
81874	PHP	74	Intervention_image_Constraint_478	dohvatanje svih roditelja xml čvora	 Proverava da li je dati argument fiksan u trenutnom ograni?enju	0.0
58321	PHP	21	Intervention_image_FillCommand_666	klasterizacija metodom k-srednjih vrednosti	Popuni prostor slike sa bojom ili obrascem.	0.0
54114	PHP	14	Intervention_image_Argument_547	upisivanje u csv datoteku	"Proveri da li je vrednost ""PHP"" int tipa. (120 ali i 120.0)"	0.0
66752	PHP	52	PHPOffice_PHPWord_MediaTest_991	normalna raspodela	Dodaj element futer medija i resetuj medij. 	0.0
5697	PHP	97	briannesbitt_Carbon_CarbonInterface_152	rangiranje fazi članova na osnovu stepena podudaranja	Postavi datum pomoću stringa.	0.0
86314	PHP	14	Intervention_image_ImageServiceProviderLumen_522	upisivanje u csv datoteku	 Registruje provajdera usluga	0.0
139447	PHP	47	filp_whoops_FrameCollection_7120	pročitaj svojstva datoteke	Dobiva unutrašnji deo traga steka koji nije isti kao onaj spoljnog izuzetka	0.0
92294	PHP	94	PHPOffice_PHPExcel_Calculation_161	oduzimanje medijana iz svake kolone	Vra?a listu svih implementiranih funkcija kao niz objekata funkcije	0.0
11169	PHP	69	jorgecasas_php-ml_StandardDeviation_1020	matrica množenja	Suma kvadrata devijacija.	0.0
87778	PHP	78	Intervention_image_PixelateCommand_681	kopiranje putanje fajla	Primenjuje efekat pikselacije na datu sliku	0.0
112373	PHP	73	bobthecow_psysh_Context_1578	toplotna mapa iz 3d koordinata	Kontekst izvršenja Shell. Ova klasa enkapsulira trenutne varijable, najnovije povratne vrednosti, i izuzetke, i trenutni namespace. 	0.0
124300	PHP	0	PrestaShop_PrestaShop_Address_786	upit	Vraća ID adrese za dati ID dobavljača	3.0
147728	PHP	28	humhub_humhub_AppDynamicAsset_2464	isčitavanje tekstualne datoteke liniju po liniju	AppDynamicAsset pruža sredstva koja su uključena u osnovni izgled. Sličan je AppAsset-u, ali neće biti kompresovan i kombinovan. Dakle, može da obrađuje dinamička sredstva (npr. javascript lokalitete)	0.0
22379	PHP	79	phacility_phabricator_diff_match_patch_453	dohvati opis http statusnog koda	Razmatra presek između dva teksta.	0.0
85684	PHP	84	Intervention_image_ImageManager_505	izvuci geografsku širinu i dužinu iz datog unosa	 Provera da li su svi zahtevi dostupni	0.0
4486	PHP	86	bobthecow_psysh_ConfigPaths_1463	pretvoriti uint8 niz u sliku	Vrati potencijalne putanje do direktorijuma koji bi mogli da sadrže konfiguraciju.	0.0
115211	PHP	11	briannesbitt_Carbon_CarbonInterval_218	aes šifrovanje	Prikazuje trenutnu konfiguraciju za mikrosekunde u sekundi.	0.0
143566	PHP	66	pagekit_pagekit_ExtensionTranslateCommand_892	kako dohvatiti html kod sa veb sajta	Vraća sve datoteke ekstenzije za izdvajanje prevoda	0.0
68537	PHP	37	PHPOffice_PHPWord_SettingsTest_1013	parsiranje json datoteke	Testiraj seter i geter funkcije Pdf čitača.	0.0
98217	PHP	17	PHPOffice_PHPWord_ProofStateTest_1057	dijagram rasejanja	Test daje izuzetak ako je data pogrešna vrednost dokaza za pravopis	0.0
94262	PHP	62	PHPOffice_PHPExcel_Exception_260	zamena http entiteta	 PHPExcel_Exception	0.0
106921	PHP	21	Sylius_Sylius_LaminasPriorityQueueStub_1194	klasterizacija metodom k-srednjih vrednosti	Deserializacija stringa u objekat PriorityQueue Format serijalizacije je kompatibilan sa {@link Laminas\\Stdlib\\SplPriorityQueue}	0.0
29777	PHP	77	thephpleague_csv_Writer_489	raspakivanje velikih datoteka	Dodaje jedan zapis u CSV dokument koristeći PHP algoritam.	0.0
28717	PHP	17	thephpleague_csv_Reader_361	dijagram rasejanja	Omogućava preskakanje praznih zapisa.	0.0
35199	PHP	99	src_Clusterers_MeanShift_832	kako efikasno pročitati .csv datoteku	Izračunaj količinu pomeraja centroida od prethodne epohe.	0.0
127602	PHP	2	walkor_Workerman_Worker_7771	red sa prioritetom	Zaustavite trenutnu radnu instancu	1.0
128041	PHP	41	symfony_http-foundation_AcceptHeader_9684	kreiraj kolačić	Sortira stavke prema opadajućem kvalitetu	0.0
40450	PHP	50	markrogoyski_math-php_Binomial_3220	konverzija json u xml datoteku	PMF multiplikaciona metoda. Procenite binomnu verovatnoću koristeći metodu koja izbegava nepotrebne preterane i nedovoljne prilagođenosti.	0.0
102594	PHP	94	PrestaShop_PrestaShop_Address_775	oduzimanje medijana iz svake kolone	 resetovanje stati?ke keš memorije (npr. u svrhu testiranja jedinice).	0.0
44746	PHP	46	symfony_http-foundation_HeaderUtils_8792	kako obrnuti string	Pomoćne funkcije za http heder.	0.0
120110	PHP	10	cakephp_cakephp_BaseAuthenticate_1177	binomna raspodela	Vraća objekt upita za preuzimanje korisnika iz baze podataka.	0.0
149727	PHP	27	thephpleague_oauth2-server_AuthorizationServer_3455	pretvaranje int u bool	Vraća odgovor tokena pristupa	0.0
77468	PHP	68	FriendsOfPHP_PHP-CS-Fixer_AbstractPhpdocTypesFixer_8574	aes šifrovanje u ctr načinu rada	 Priprema tip i normlizuje ga.	0.0
143139	PHP	39	jorgecasas_php-ml_Apriori_811	dohvati naziv za vrednost enumerisanog tipa podatka	Izračunava česte k skupove predmeta, gde je count($samples) == $k - 1	0.0
128338	PHP	38	markrogoyski_math-php_Descriptive_3491	dohvati trenutnu vrednost posmatrača	"Kvartili - Inkluzivna metoda (R metoda).Tri tačke koje skup podataka dele na četiri jednake grupe, a svaka grupa čini četvrtinu podataka https://en.vikipedia.org/viki/Kuartile\n\n 0% je najmanji broj K1 (25%) je prvi kvartil (donji kvartil, 25. percentil), K2 (50%) je drugi kvartil (medijana, 50. percentil), K3 (75%) je treći kvartil (gornji) kvartil, 75. percentil) , 100% je najveći broj. Interquartile_range je razlika između gornjeg i donjeg kvartila. (IKR = Ka‚ƒ - Ka ‚). Korišćena metoda - Koristiti medijanu da podeli poređani skup podataka na dve polovine. Ako u originalnim uređenim podacima postoji neparan broj tačaka podataka skupa, uključite medijanu (centralnu vrednost na uređenoj listi) u obe polovine. Ako u originalnom uređenom skupu podataka postoji paran broj tačaka podataka, podelite ovaj skup podataka tačno na pola. Vrednost donjeg kvartila je medijana donje polovine podataka.Vrednost gornjeg kvartila je srednja vrednost gornje polovine podataka. Vrednosti pronađene ovom metodom poznate su i kao „Tukey\'s hinges"". Ovo je metoda koju programski jezik R podrazumevano koristi"	0.0
91865	PHP	65	PHPOffice_PHPExcel_Calculation_156	levenshteinova slicnost stringova	 Osigurava da su upareni operandi matrice matrice istih dimenzija	0.0
24994	PHP	94	symfony_debug_ExceptionHandler_1750	oduzimanje medijana iz svake kolone	Enkodira string za HTML.	0.0
37053	PHP	53	hamcrest_hamcrest-php_FactoryParameter_2309	Nelder-Mead optimizacija	Izvuci kod deklaracije	0.0
14317	PHP	17	markrogoyski_math-php_Complex_2917	dijagram rasejanja	Kompleksni brojevi. Kompleksni broj je onaj broj koji se može izraziti u formi a + bi gde su a i b realni brojevi, a i je imaginarna jedinica koja zadovoljava jednakost i^2=-1. U ovom izrazu, a je realni deo, a b je imaginarni deo kompleksnog broja.	0.0
28940	PHP	40	thephpleague_csv_Stream_450	šifriraj url	Vraća trenutnu liniju kao CSV zapis.	0.0
146663	PHP	63	markrogoyski_math-php_LeastSquares_3612	sakrij atribute datoteke	SStot - Ukupni kvadrati sume \ n \ n zbroj kvadratnih razlika \ n svakog posmatranja od ukupne srednje vrednosti za sva posmatranja. \ N https://en.wikipedia.org/wiki/Total_sum_of_squares\n\n Za jednostavnu linearnu regresiju\n SStot = âˆ‘(yáµ¢ - È³)Â²\n\n Za regresiju kroz tečku\n SStot = âˆ‘yáµ¢Â²\n\n 	0.0
31639	PHP	39	ThingEngineer_PHP-MySQLi-Database-Class_dbObject_605	dohvati naziv za vrednost enumerisanog tipa podatka	Funkcija koja vraća ukupan broj zapisa.	0.0
35675	PHP	75	src_Regressors_KNNRegressor_953	kako rekurzivno raspakovati zip datoteku	Naži K najbližih suseda za vektor uzorka koristeći brute force metod.	0.0
23625	PHP	25	predis_predis_CommunicationException_2151	parsiranje binarne datoteke u prilagođenu klasu	Osnovna klasa izuzetaka za greške vezane za mrežu.	0.0
70765	PHP	65	PrestaShop_PrestaShop_Access_771	levenshteinova slicnost stringova	Dodaj prava pristupa za modul.	0.0
15870	PHP	70	markrogoyski_math-php_HanesWoolf_3571	štampanje rezimea modela	Izračunaj regresione parametre metodom najmanjih kvadrata na linearizovanim podacima.	0.0
139658	PHP	58	googleapis_google-api-php-client_Model_657	dohvatanje jedinstvenog identifikatora trenutnog procesa	Inicijalizuje svojstva objekta iz niza	0.0
11668	PHP	68	magento_magento2_Archive_2849	aes šifrovanje u ctr načinu rada	Proverava da li je Fajl TAR.	0.0
19870	PHP	70	matomo-org_matomo_Common2_134	štampanje rezimea modela	Osnovna klasa za HTML klase. Implementira metode za rad za HTML atributima, parsiranje i generisanje stringova atributa. Port je HTML_Common klase za PHP4 koju je originalno napisao Adam Daniel uz doprinose mnogobrojnih razvijača.	0.0
20147	PHP	47	matomo-org_matomo_Container_901	pročitaj svojstva datoteke	Vrača niz elemenata čije ime odgovara elementu.	0.0
102465	PHP	65	PrestaShop_PrestaShop_AddressFormat_806	levenshteinova slicnost stringova	Vra?a format adrese iz DB.	0.0
15018	PHP	18	markrogoyski_math-php_Descriptive_3482	pretvaranje json u csv	Deskriptivna statistika. Sažetak koji kvantitativno opisuje ili sumira obeležja skupa informacija.	0.0
60394	PHP	94	Intervention_image_Image_486	oduzimanje medijana iz svake kolone	Primeni filtere na datoj slici.	0.0
7558	PHP	58	fzaninotto_Faker_Iban_929	dohvatanje jedinstvenog identifikatora trenutnog procesa	Proverava da li IBAN ima validnu checksumu	0.0
1888	PHP	88	Intervention_image_BlurCommand_594	parsiranje argumenata komandne linije	Primeni efekat zamućivanja na sliku.	0.0
56376	PHP	76	Intervention_image_Constraint_478	podvuci tekst u label vidžetu	Proveri da li je dati argument ispravljen sa trenutnim ograničenjem.	0.0
121340	PHP	40	woocommerce_woocommerce_Container_1874	šifriraj url	Dodavanje dobavljača usluga.	0.0
56898	PHP	98	Intervention_image_Decoder_642	izlaz u html datoteku	Inicijalizuj novu sliku sa date putanje u fajl sistemu.	0.0
64800	PHP	0	PHPOffice_PHPExcel_Comment_219	upit	Konstruktor za kreiranje komentar objekata u ekselu.	0.0
101267	PHP	67	PHPOffice_PHPWord_TemplateProcessor_966	baferisano čitanje teksta čitačem fajlova	Prona?ite najbliži krajnji položaj bloka nakon $offset	0.0
77475	PHP	75	FriendsOfPHP_PHP-CS-Fixer_AbstractPhpdocTypesFixer_8574	kako rekurzivno raspakovati zip datoteku	 Priprema tip i normlizuje ga.	0.0
153341	PHP	41	PHPOffice_PHPExcel_Calculation_163	kreiraj kolačić	Nabavite listu implementiranih imena Excel funkcija	0.0
145121	PHP	21	squizlabs_PHP_CodeSniffer_File_918	klasterizacija metodom k-srednjih vrednosti	Izrađuje datoteku	0.0
83951	PHP	51	Intervention_image_ExifCommand_665	kako nasumično izabrati broj	 ?ita Exif podatke iz date slike	0.0
95524	PHP	24	PHPOffice_PHPExcel_PHPExcel_91	određivanje proteklog vremena korišćenjem časovnika	Uklanja sve markonaredbe, sertifikate iz tabele	0.0
23111	PHP	11	php-fig_http-message_MessageInterface_2409	aes šifrovanje	Dohvata HTTP protokol verziju kao string. String mora da sadrži samo verziju HTTP-a, na primer 1.1 ili 1.0.	0.0
93640	PHP	40	PHPOffice_PHPExcel_Comment_218	šifriraj url	 PHPExcel_Comment	0.0
103152	PHP	52	PrestaShop_PrestaShop_Address_784	normalna raspodela	Navodi da li adresa ve? postoji u bazi.	0.0
68029	PHP	29	PHPOffice_PHPWord_PhpWord_881	dohvatanje putanje izvršavanja	Kreiraj novu instancu medija. Kolekcija se kreira dinamički.	0.0
28545	PHP	45	thephpleague_csv_Reader_357	inicijalizacija niza	Vraća zaglavlje kako bi se koristilo za iteraciju.	0.0
134832	PHP	32	bcit-ci_CodeIgniter_Loader_378	pretvaranje string u broj	Pripremite promenljive za _ci_vars, koje će kasnije biti ekstrahovane unutar view-a. Pretvara objekte u asocijativne nizove i filtrira unutrašnja imena promenljivih (npr. ključevi sa prefiksom '_ci_')	0.0
66953	PHP	53	PHPOffice_PHPWord_Media_875	Nelder-Mead optimizacija	Dodaj novi element za odeljak linkovanja.	0.0
129898	PHP	98	matomo-org_matomo_Archive_786	izlaz u html datoteku	Prikazuje listu dodataka koji arhiviraju date izveštaje	0.0
11717	PHP	17	magento_magento2_CanViewNotification_2792	dijagram rasejanja	Potvrdi da li je moguće prikazati iskačuće obaveštenje i postavi flag.	0.0
48030	PHP	30	DesignPatternsPHP_DesignPatternsPHP_Receiver_6405	odprema json datoteke pomoću HttpClient POST zahteva	Omogući prijemniku da prikaže datum poruke.	0.0
153920	PHP	20	markrogoyski_math-php_Average_3439	zamena delova datoteke	Izračunajte srednji prosek liste brojeva	0.0
92004	PHP	4	PHPOffice_PHPExcel_Calculation_159	sortiranje string liste	Poredi dva niza stringova na isti na?in kao i strcmp(), osim što se mala slova stavljaju ispred velikih slova	0.0
117265	PHP	65	briannesbitt_Carbon_CarbonInterval_265	levenshteinova slicnost stringova	 Određuje da li je instanca manja (kraća) od druge	0.0
137905	PHP	5	symfony_http-foundation_AcceptHeader_8732	čuvanje liste u datoteku	Filtrira stavke prema njihovoj vrednosti pomoću datog regularnog izraza	0.0
90350	PHP	50	Maatwebsite_Laravel-Excel_QueuedImportTest_831	konverzija json u xml datoteku	Briše lokalnu privremenu datoteku pre svakog dela ?itanja	0.0
100947	PHP	47	PHPOffice_PHPWord_TemplateProcessor_958	pročitaj svojstva datoteke	Vra?a ime datoteke podnožja za $index. 	0.0
125987	PHP	87	wallabag_wallabag_AnnotationRepository_2421	memoizacija na disk - persistentna memoizacija	Vratite graditelj upita onom koji koristi drugi getBuilderFor	0.0
86193	PHP	93	Intervention_image_ImageServiceProviderLaravelRecent_520	čitanje elemenata iz html-a - <td>	Vra?a podešavanja slike u vidu niza	0.0
151831	PHP	31	markrogoyski_math-php_NumericalIntegration_3022	dohvatanje unutrašnjeg svojstva html taga	Osnovna klasa za tehnike numeričke integracije. Tehnike numeričke integracije koriste se za približavanje vrednosti neodređenog integrala. Ova klasa svakoj tehnici daje skup uobičajenih alata i zahteva da svaka tehnika odredi n approximate() metoda za približavanje neodređenog integrala	0.0
6364	PHP	64	danielstjules_Stringy_Stringy_10279	sortiraj više nizova na osnovu redosleda drugih sortiranih nizova	Vraća tačno ukoliko je string JSON, a inače netačno. Ovaj metod je konzistantan sa PHP 7 i drugim JSON parserima u tome da se prazan string ne računa kao ispravan JSON.	0.0
95539	PHP	39	PHPOffice_PHPExcel_PHPExcel_91	dohvati naziv za vrednost enumerisanog tipa podatka	Uklanja sve markonaredbe, sertifikate iz tabele	0.0
71614	PHP	14	markrogoyski_math-php_KernelDensityEstimation_3533	upisivanje u csv datoteku	Dohvati podrazumevanu širinu opsega kada ona nije navedena. Procenjivač širine opsega koristi normalnu raspodelu kao aproksimaciju.	0.0
72710	PHP	10	matomo-org_matomo_BaseFactory_116	binomna raspodela	Vraća naziv izuzetka za prosleđeni id.	0.0
110451	PHP	51	bobthecow_psysh_ConfigPaths_1477	kako nasumično izabrati broj	Osigurava da $file postoji i da se može u njega upisati, ako je potrebno pravi roditeljski direktorijum. Generiše E_USER_NOTICE grešku ako ili u $file ili u neki od njegovih direktorijuma nije moguće upisati.	0.0
59476	PHP	76	Intervention_image_ImageManager_503	podvuci tekst u label vidžetu	Inicijalizuj instancu slike iz različitih ulaznih tipova.	0.0
127108	PHP	8	guzzle_promises_FulfilledPromise_710	postavljanje radnog direktorijuma	Obećanje koje je ispunjeno. Isključivanje ovog obećanja odmah će pozvati onFulfished povratni poziv i zanemariti druge povratne pozive	0.0
72571	PHP	71	walkor_Workerman_AsyncTcpConnection_8693	jedinstveni elementi	Asinhrona TCP konekcija.	0.0
51016	PHP	16	Intervention_image_AbstractDecoder_428	izvoz podataka u excel	Odredi da li je trenutni izvor podatka slike url.	0.0
126460	PHP	60	googleapis_google-api-php-client_Model_654	prilagođeni http odgovor greške	Ova klasa definiše atribute, važeće vrednosti i upotrebu koja se generiše iz date json šeme	0.0
2162	PHP	62	Intervention_image_Color_634	zamena http entiteta	Izračunaj RGB(A) u obliku niza za trenutnu instancu boje	0.0
91960	PHP	60	PHPOffice_PHPExcel_Calculation_158	prilagođeni http odgovor greške	Dormatira tip i detalje operanda za prikaz u evidenciji (na osnovu tipa operanda)	0.0
115959	PHP	59	briannesbitt_Carbon_CarbonInterval_232	regex ne razlikuje velika i mala slova	 Omogući da se podesi da sedmice i dani budu kumulativni. 	0.0
83124	PHP	24	Intervention_image_DestroyCommand_599	određivanje proteklog vremena korišćenjem časovnika	 Uništava jezgro trenutne slike i osloba?a memoriju	0.0
63275	PHP	75	PHPOffice_PHPExcel_Calculation_139	kako rekurzivno raspakovati zip datoteku	Kloniranje objekata nije dozvoljeno u Singlton klasama.	0.0
141020	PHP	20	PrestaShop_PrestaShop_AttributeGroup_834	zamena delova datoteke	Dohvata sve grupe atributa za dati jezik	0.0
27417	PHP	17	thephpleague_csv_AbstractCsv_206	dijagram rasejanja	Vraća sadržaj CSV fajla.	0.0
107523	PHP	23	TheAlgorithms_PHP_EditDistance_2066	html šifrovan string	Ure?ivanje udaljenosti (Levenshtein udaljenost). Izračunava razlku između dva niza, tj. minmalan broj promena da se od $str2 dobije $str1	0.0
22117	PHP	17	phacility_phabricator_diff_match_patch_448	dijagram rasejanja	Računa broj bitova u celom broju. Uobičajen odgovor za javascript je 32	0.0
139573	PHP	73	matomo-org_matomo_RowEvolution_983	toplotna mapa iz 3d koordinata	S datim redom dataTable i povezanim metapodacima, obogaćuje metapodatke min/max vrednostima i % promena između prvog i poslednjeg perioda	0.0
121382	PHP	82	woocommerce_woocommerce_Container_1874	pretvoriti utc vreme u epohu	Dodavanje dobavljača usluga.	0.0
42178	PHP	78	PrestaShop_PrestaShop_Access_768	kopiranje putanje fajla	Dohvati nasleđeno ovlašćenje.	0.0
88507	PHP	7	Intervention_image_ResetCommand_616	konfuziona matrica	Resetuje zadatu sliku u stanje rezervne kopije	0.0
2074	PHP	74	Intervention_image_Color_569	dohvatanje svih roditelja xml čvora	Izračunaj celobrojnu vrednost trenutne instance boje	0.0
106371	PHP	71	Respect_Validation_Factory_1757	jedinstveni elementi	 Definiše podrazumevanu instancu Factory.	0.0
91618	PHP	18	PHPOffice_PHPExcel_Calculation_153	pretvaranje json u csv	 Validira i parsira niz formule	0.0
15015	PHP	15	markrogoyski_math-php_Descriptive_3482	pretvaranje decimalnog u heksadecimalni broj	Deskriptivna statistika. Sažetak koji kvantitativno opisuje ili sumira obeležja skupa informacija.	0.0
61293	PHP	93	Intervention_image_OrientateCommand_554	čitanje elemenata iz html-a - <td>	Ispravi orijentaciju slike u skladu sa Exif podacima.	0.0
89155	PHP	55	Intervention_image_SharpenCommand_621	kako dohvatiti naziv tabele iz baze	Izoštrava sliku	0.0
36026	PHP	26	PrestaShop_PrestaShop_Alias_808	dohvatanje trenutne ip adrese	Glavna klasa za pseudonim.	0.0
40465	PHP	65	markrogoyski_math-php_Binomial_3220	levenshteinova slicnost stringova	PMF multiplikaciona metoda. Procenite binomnu verovatnoću koristeći metodu koja izbegava nepotrebne preterane i nedovoljne prilagođenosti.	0.0
141803	PHP	3	firefly-iii_firefly-iii_breadcrumbs_832	pretvaranje string u datum	Odseče sredinu od stringa kada je veoma dugačka	0.0
141617	PHP	17	symfony_debug_DebugClassLoader_1727	dijagram rasejanja	Autoloader proverava da li je klasa zaista definisana u pronađenoj datoteci. ClassLoader će umotati sve registrovane autoloadere i izbaciće izuzetak ako je datoteka pronađena, ali ne deklariše klasu	0.0
40430	PHP	30	markrogoyski_math-php_Binomial_3220	odprema json datoteke pomoću HttpClient POST zahteva	PMF multiplikaciona metoda. Procenite binomnu verovatnoću koristeći metodu koja izbegava nepotrebne preterane i nedovoljne prilagođenosti.	0.0
16022	PHP	22	markrogoyski_math-php_Integer_2978	povezivanje na sql server	Faktorizacija na proste činioce. 	0.0
13603	PHP	3	markrogoyski_math-php_Binomial_3216	pretvaranje string u datum	Binomijalna raspodela - funkcija gustine verovatnoće	0.0
146846	PHP	46	matomo-org_matomo_Archive_54	kako obrnuti string	Dobija ID-ove arhiva za koje tražimo i skladišti ih u $this->archives. Ova funkcija će pokrenuti postupak arhiviranja za svaki period/site/plugin ako metrike/izveštaji nisu već izračunate/arhivirane	0.0
80905	PHP	5	Intervention_image_Color_630	čuvanje liste u datoteku	 Inicira objekat boje od datog ImagickPixel objekta	0.0
35911	PHP	11	src_Regressors_Ridge_992	aes šifrovanje	Grebeno regularizovani linearni model zasnovan na metodi najmanjih kvadrata. Osim regularizacije isti kao običan linearni model.	0.0
74763	PHP	63	CachetHQ_Cachet_AbstractApiTestCase_1212	sakrij atribute datoteke	 Postani korisnik.	0.0
25730	PHP	30	symfony_http-foundation_AcceptHeaderItem_9687	odprema json datoteke pomoću HttpClient POST zahteva	Vraća vrednost zaglavlja u obliku stringa.	0.0
10692	PHP	92	jorgecasas_php-ml_Matrix_964	pozicije podstingova u stringu	Oduzimanje druge matrice od ove po elementima.	0.0
123013	PHP	13	walkor_Workerman_Worker_7387	vreme tolerisanja za prijem na soketu	Zaustavljanje trenutne instance worker-a. 	0.0
97094	PHP	94	PHPOffice_PHPWord_Media_878	oduzimanje medijana iz svake kolone	Vra?a broj podnožja elemenata medija 	0.0
34462	PHP	62	src_Clusterers_FuzzyCMeans_773	zamena http entiteta	Proceni združene verovatnoće za svaki mogući rezultat.	0.0
85398	PHP	98	Intervention_image_ImageManagerStatic_507	izlaz u html datoteku	 Inicira instancu Image stati?no od razli?itih ulaznih tipova	0.0
96519	PHP	19	PHPOffice_PHPWord_MediaTest_985	lepo ispiši json	Vra?a elemente zaglavalja medija	0.0
136416	PHP	16	symfony_process_PhpExecutableFinder_1452	izvoz podataka u excel	Izvršni pretraživač posebno dizajniran za PHP izvršnu datoteku	0.0
34944	PHP	44	src_Clusterers_KMeans_813	kako štiklirati checkbox	Vrati pripadnost uzorka svakog od k centroida.	0.0
91332	PHP	32	PHPOffice_PHPExcel_Calculation_149	pretvaranje string u broj	Menja naziv keša ra?unanja za navedeni radni list	0.0
26215	PHP	15	symfony_http-foundation_RequestMatcher_9850	pretvaranje decimalnog u heksadecimalni broj	Dodaje proveru klijentskog IP-ja.	0.0
153261	PHP	61	PHPOffice_PHPExcel_Calculation_161	kako odrediti da li je string valida reč	Nabavite listu svih implementiranih funkcija kao niz objekata funkcije	0.0
52535	PHP	35	Intervention_image_AbstractEncoder_452	filtriranje niza	Precesuiraj i vrati sliku kao WebP enkodovan string.	0.0
20267	PHP	67	matomo-org_matomo_Controller_921	baferisano čitanje teksta čitačem fajlova	Rukuje akcijama. Ovo će se pozvati ukoliko stranica nema način da upravlja određenom akcijom. Takođe, metod učitava i koristi podrazumevane upravljače za česte akcije ukoliko drugi nisu dodati.	0.0
4557	PHP	57	bobthecow_psysh_ConfigPaths_1466	pronađi int unutar stringa	Vrati trenutnu putanju do home direktorijuma. Vraća najviši direktorijum koji trenutno postoji. Ako nijedan ne postoji, vraća direktorijum u zavisnosti od operativnog sistema.	0.0
66071	PHP	71	PHPOffice_PHPWord_Bookmarks_975	jedinstveni elementi	Klasa kolekcije obeleživača.	0.0
127730	PHP	30	symfony_finder_Finder_1080	odprema json datoteke pomoću HttpClient POST zahteva	Finder omogućava izgradnju pravila za pronalaženje datoteka i direktorija. To je tanki omotač oko nekoliko specijalizovanih klasa iteratora. Sva pravila se mogu pozivati nekoliko puta. Sve metode vraćaju trenutni objekt Finder-a u dozvoliti ulančavanje	0.0
145908	PHP	8	googleapis_google-api-php-client_Verify_673	postavljanje radnog direktorijuma	Preuzmite i keširajte datoteku sertifikata	0.0
12969	PHP	69	markrogoyski_math-php_Average_3465	matrica množenja	Napravi izveštaj za sve proseke liste brojeva. Uključuje srednju vrednost, harmonijsku sredinu, kvadratnu sredinu, kontraharmonijsku sredinu, trimijansku sredinu i inverznu kvadratnu sredinu.	0.0
74335	PHP	35	CachetHQ_Cachet_2015_01_05_203014_CreateSettingsTable_1188	filtriranje niza	 Pokrenuti migraciju.	0.0
53998	PHP	98	Intervention_image_Argument_545	izlaz u html datoteku	Obezbedi da argument funkcije mora biti veći od minimalne zadate vrednost.	0.0
25169	PHP	69	symfony_finder_Finder_1099	matrica množenja	Sortira fajlove i direktorijume po tipu (direktorijumi pre fajlova), pa onda po imenu. Ovo može biti sporo jer svi fajlovi i direktorijumi moraju biti dohvaćeni zarad poređenja.	0.0
9564	PHP	64	jorgecasas_php-ml_AdaBoost_840	sortiraj više nizova na osnovu redosleda drugih sortiranih nizova	Vrati klasifikator sa najmanjom greškom uz razmatranje težina trenutnog uzorka	0.0
27056	PHP	56	thephpleague_csv_AbstractCsv_184	deserializacija json-a	Apstraktna klasa koja omogućava učitavanja CSV dokumenata.	0.0
53524	PHP	24	Intervention_image_AbstractFont_470	određivanje proteklog vremena korišćenjem časovnika	Dohvati putanju font datoteke.	0.0
88525	PHP	25	Intervention_image_ResetCommand_616	parsiranje binarne datoteke u prilagođenu klasu	Resetuje zadatu sliku u stanje rezervne kopije	0.0
55890	PHP	90	Intervention_image_Color_638	slanje binarnih podataka preko seriske veze	Dohvati nijansu plave trenutne boje.	0.0
